,content
1862,et plusieurs de ses collègues  tendant a assouplir les criteres d'acces a la retraite au benefice des anciens combattants ayant servi en Afrique-du-Nord entre le 1er janvier 1952 et le 2 juillet 1962
1863,"tendant a prendre en compte pour l'octroi d'une retraite anticipee aux anciens combattants, la dure du sejour effectue au titre du service militaire en Afrique-du-Nord, entre le 1er janvier 1952 et le 2 juillet 1962, a permettre leur depart a la retraite des 55 ans s'ils sont demandeurs d'emploi, en fin de droits ou pensionnes a taux egal ou superieur a 60 % et a accorder le benefice de la campagne double a ceux d'entre eux qui sont fonctionnaires ou assimiles"
1864,"tendant a permettre le depart a la retraite des l'age de cinquante-cinq ans des anciens combattants ayant servi en Afrique-du-Nord du 1er janvier 1952 au 2 juillet 1962, demandeurs d'emploi, en fin de droits ou pensionnes a taux egal ou superieur a 60 %"
1865,tendant a faire beneficier les anciens combattants ayant servi en Afrique-du-Nord du droit a la retraite anticipee a 55 ans
1866,tendant a accorder aux anciens combattants ayant servi en Afrique-du-Nord du 1er janvier 1952 au 2 juillet 1962 une retraite anticipee proportionnelle a la duree de leur sejour
1867,TENDANT A ASSOUPLIR LES CRITERES D'ACCES A LA RETRAITE AU BENEFICE DES ANCIENS COMBATTANTS AYANT SERVI EN AFRIQUE DU NORD ENTRE LE 1ER JANVIER 1952 ET LE 2 JUILLET 1962
1868,sur la retraite des stagiaires de la formation professionnelle qui sont anciens combattants d'Afrique du Nord
1869,tendant a ameliorer le dispositif de rachat des cotisations de retraite des conjoints-collaborateurs d'artisans et commercants
1870,relative aux conjoints divorces de professionnels liberaux au regard de leurs droits a la retraite
1871,tendant a permettre aux personnes gravement handicapees de faire liquider leur pension de retraite des l'age de cinquante ans
1872,et plusieurs de ses collègues  tendant a elargir a l'ensemble des meres de famille salariees le nenefice du regime de retraite anticipee institue a l'article L. 351-8 du code de la securite sociale
1873,RELATIVE A LA RETRAITE DES PROFESSIONS LIBERALES
1874,RELATIVE AUX CONDITIONS DE VALIDATION POUR LA RETRAITE DE LA PERIODE DE SERVICE MILITAIRE LEGAL EFFECTUEE EN TEMPS DE PAIX
1875,et plusieurs de ses collègues  relative a l'instauration d'une indemnite de retraite minimale pour les maires ayant effectue au moins deux mandats
1876,et plusieurs de ses collègues  RELATIVE A L'INSTAURATION D'UNE INDEMNITE DE RETRAITE MINIMALE POUR LES MAIRES AYANT EFFECTUE AU MOINS DEUX MANDATS
1877,"tendant a revaloriser les retraites des professions artisanales, industrielles et commerciales"
1878,"tendant a abroger l'article 9 de la loi no 90-1260 du 31 decembre 1990 d'actualisation de dispositions relatives a l'exercice des professions commerciales et artisanales, et a retablir le droit des retraites des professions non salariees au remboursement des cotisations indues"
1879,TENDANT A CE QU'EN MATIERE DE PROTECTION SOCIALE CHACUN BENEFICIE DE PLEIN DROIT DES DISPOSITIONS PLUS FAVORABLES CONTENUES DANS LES LOIS PROMULGUEES ET PUBLIEES POSTERIEUREMENT A LA DATE D'ENTREE EN JOUISSANCE DES PRESTATIONS
1880,et plusieurs de ses collègues  TENDANT A CE QU'EN MATIERE DE PROTECTION SOCIALE CHACUN BENEFICIE DE PLEIN DROIT DES DISPOSITIONS PLUS FAVORABLES CONTENUES DANS LES LOIS PROMULGUEES ET PUBLIEES POSTERIEUREMENT A LA DATE D'ENTREE EN JOUISSANCE DES PRESTATIONS
1881,"endant a modifier les articles 19, 20 et 22 du Reglement de l'Assemblee nationale afin de permettre la creation d'une""Reunion administrative des deputes non-inscrits"""
1882,atif a la reunion des musees nationaux
1883,"tendant a assurer la revalorisation des pensions de retraite deux fois par an, en prenant en compte l'evolution des salaires bruts"
1884,tendant a revaloriser le revenu minimum d'insertion
1885, RELATIF AU REVENU MINIMUM D'INSERTION
1886,oposition de loi de M. Jean CLUZEL  et plusieurs de ses collègues  tendant a completer l'article 42 de la loi no 88-1088 du 1er decembre 1988 relative au revenu minimum d'insertion
1887,tendant a modifier la loi du 1er decembre 1988 instituant un revenu minimum d'insertion
1888,oposition de loi de M. Michel SAPIN  et plusieurs de ses collègues  RELATIVE A LA REVISION DES CONDAMNATIONS PENALES
1889,
1890,i  modifiant le code du travail et le code de la sante publique en vue de favoriser la prevention des risques professionnels et portant transcription de directives europeennes relatives a la sante et a la securite du travail
1891, portant adaptation de la loi no 88-1088 du 1er decembre 1988 relative au revenu minimum d'insertion et relatif a la lutte contre le chomage d'exclusion
1892,TENDANT A REGLEMENTER STRICTEMENT LES SAISIES ET LES VENTES JUDICIAIRES
1893,tendant a completer l'article 61 de la Constitution
1894,TENDANT A PERMETTRE AUX PRESIDENTS DE CONSEIL GENERAL ET DE CONSEIL REGIONAL DE SAISIR LE MEDIATEUR
1895,modifiant le code de l'organisation judiciaire et instituant la saisine pour avis de la Cour de cassation
1896,"endant a creer un revenu mensuel au profit des meres au foyer denomme""salaire maternel"""
1897,tendant a autoriser les absences des salaries qui participent a des collectes benevoles de sang
1898,tendant a proteger les salaries exercant une mission de service public contre les consequences d'un licenciement
1899,et plusieurs de ses collègues  RELATIVE A LA PROTECTION DE L'EMPLOI DES SALARIES VICTIMES D'UN ACCIDENT DE TRAJET
1900,relative aux salles de cinema d'initiative publique
1901,et plusieurs de ses collègues  tendant a sanctionner les personnes recherchees ne prevenant pas les equipes de secours lorsque ces dernieres deviennent inutiles
1902,"et plusieurs de ses collègues  tendant a aggraver les sanctions applicables en cas de violation de sepultures ou de destructions, degradations ou dommages commis au prejudice d'un culte"
1903,"TENDANT A AGGRAVER LES SANCTIONS PREVUES PAR L'ARTICLE 288 DU CODE DE PROCEDURE PENALE, EN CAS D'ABSENCE DES JURES A LA COUR D'ASSISES"
1904,tendant a l'adoption de mesures urgentes en matiere de sante
1905,et plusieurs de ses collègues  tendant a l'adoption de mesures urgentes en matiere de sante
1906,
1907, portant dispositions relatives a la sante publique et aux assurances sociales
1908,
1909,i  relatif a la protection sociale des sapeurs-pompiers volontaires en cas d'accident survenu ou de maladie contractee en service
1910,tendant a etendre aux sapeurs-pompiers non professionnels les dispositions relatives aux accidents de travail
1911,
1912,et plusieurs de ses collègues  relative a l'etablissement de schemas departementaux d'exploitation des carrieres
1913,relative aux sciences de la vie et au respect de l'homme
1914,relative aux sciences de la vie et au respect de l'homme
1915,tendant a instituer le scrutin uninominal a un tour pour l'election des deputes
1916,tendant a instituer le scrutin uninominal a un tour pour l'election des deputes
1917,
1918,RELATIVE AU SECRET DEFENSE
1919,relatif au secret des correspondances emises par la voie des telecommunications
1920,
1921,i  TENDANT A RENFORCER LA SECURITE DES AERODROMES ET DU TRANSPORT AERIEN ET MODIFIANT DIVERSES DISPOSITIONS DU CODE DE L'AVIATION CIVILE
1922,tendant a assurer la securite des occupants d'immeubles face aux risques d'incendie
1923,et plusieurs de ses collègues  tendant a modifier la loi no 89-469 du 10 juillet 1989 relative a diverses dispositions en matiere de securite routiere et en matiere de contraventions
1924,ELATIF A DIVERSES DISPOSITIONS EN MATIERE DE SECURITE ROUTIERE ET EN MATIERE DE CONTRAVENTIONS
1925,rtant diverses dispositions en matiere de securite routiere et maritime
1926,relative au regime de securite sociale des vendeurs a domicile
1927,PORTANT DISPOSITIONS RELATIVES A LA SECURITE SOCIALE ET A LA FORMATION CONTINUE DES PERSONNELS MEDICAUX HOSPITALIERS
1928,tendant a aggraver les peines applicables en matiere d'entree ou de sejour irreguliers des etrangers en France
1929,relative a l'interdiction du territoire francais aux personnes y ayant penetre ou sejourne sans les titres ou autorisations necessaires ou y ayant introduit des substances illicites
1930,
1931,tendant a modifier les dispositions du code des communes relatives au service des pompes funebres
1932,
1933,
1934,TENDANT A ASSURER UN SERVICE MINIMAL EN CAS DE GREVE DANS LES TRANSPORTS PUBLICS
1935,et plusieurs de ses collègues  TENDANT A ASSURER UN SERVICE MINIMUM EN CAS DE GREVE DANS LES SERVICES PUBLICS
1936,tendant a instituer l'obligation de service minimum au secteur des transports en commun publics en cas de greve
1937,tendant a faire beneficier d'une liberation anticipee automatique les appeles du service national perdant l'un de leurs parents
1938,ojet de loi  modifiant le code du service national
1939,tendant a prevoir parmi les formes civiles d'execution du service national un service de prevention et de lutte contre les risques majeurs et de preservation de l'environnement
1940,et plusieurs de ses collègues  TENDANT A PERMETTRE AUX APPELES DU CONTINGENT D'EFFECTUER LEUR SERVICE NATIONAL DANS LES SERVICES DEPARTEMENTAUX D'INCENDIE ET DE SECOURS ET DANS LES CORPS DE SAPEURS-POMPIERS COMMUNAUX
1941,tendant a prendre en compte le temps du service national dans le calcul de la retraite
1942,et plusieurs de ses collègues  modifiant l'article 35 de la loi no 90-568 du 2 juillet 1990 relative a l'organisation du service public des postes et telecommunications
1943,relative aux equipements et services de lutte contre la maladie mentale
1944,tendant a exclure les services publics de distribution d'eau destinee a la consommation humaine du champ d'application des taxes et redevancees percues au profit de voies navigables de France
1945,
1946,TENDANT A PERMETTRE LE DEDOMMAGEMENT DES COMMUNES SUR LE TERRITOIRE DESQUELLES EXISTENT DES SERVITUDES D'URBANISME POUR PROTEGER DES SITES NATURELS OU PITTORESQUES
1947,"TENDANT A RENDRE OBLIGATOIRE LA SIGNALISATION DE L'ABANDON, PAR LEURS OCCUPANTS, DES VEHICULES ACCIDENTES"
1948,"relative a l'independance du commissaire enqueteur, a la simplification et a la transparence des procedures d'expropriation pour cause d'utilite publique"
1949,TENDANT A ACCORDER LE BENEFICE DE LA CAMPAGNE DOUBLE AUX FONCTIONNAIRES ET ASSIMILES ANCIENS COMBATTANTS D'AFRIQUE DU NORD
1950,et plusieurs de ses collègues  TENDANT A ACCORDER LE BENEFICE DE LA CAMPAGNE DOUBLE AUX FONCTIONNAIRES ANCIENS COMBATTANTS D'AFRIQUE-DU-NORD
1951,
1952,
1953,tendant a l'alignement du salaire minimum de croissance de La Reunion sur celui de la metropole
1954,tendant a porter le salaire minimum de croissance a 6500 francs
1955,
1956,relatif aux societes anonymes de credit immobilier
1957,"ojet de loi  relatif aux societes civiles de placement immobilier, aux societes de credit foncier et aux fonds communs de creances"
1958,oposition de loi de M. Etienne DAILLY  tendant a modifier la loi no 66-537 du 24 juillet 1966 sur les societes commerciales et portant diverses dispositions relatives au droit des societes
1959,et plusieurs de ses collègues  portant creation des societes d'actionnariat salarie
1960,RELATIVE A L'ACTIVITE EN FRANCE DES SOCIETES DE SURVEILLANCE OPERANT POUR LE COMPTE DE PAYS TIERS
1961,
1962,relative aux diagnostics et aux traitements des maladies sexuellement transmissibles et des maladies liees aux virus H.I.V. des mineurs et des jeunes sans autonomie economique
1963,TENDANT A SUPPRIMER L'ARTICLE 11 DE LA LOI NO 77-808 DU 19 JUILLET 1977 RELATIVE A LA PUBLICATION ET A LA DIFFUSION DE CERTAINS SONDAGES D'OPINION
1964,tendant a modifier la legislation sur les sondages d'opinion
1965,TENDANT A RENDRE OBLIGATOIRE LE SOUS-TITRAGE DES EMISSIONS ORGANISEES DANS LE CADRE OFFICIEL DES CAMPAGNES ELECTORALES AINSI QUE DES DECLARATIONS OFFICIELLES SUR LES CHAINES DE SERVICE PUBLIC
1966,
1967,TENDANT A REPRIMER LE DEFAUT DE PRESENTATION DES SOUS-TRAITANTS AU MAITRE DE L'OUVRAGE PAR L'ENTREPRENEUR PRINCIPAL
1968,TENDANT A COMPLETER LA LOI NO 75-1334 DU 31 DECEMBRE 1975 RELATIVE A LA SOUS-TRAITANCE
1969,tendant a completer la loi no 75-1334 du 31 decembre 1975 relative a la sous-traitance
1970,
1971,relative a la lutte contre la speculation fonciere et immobiliere
1972,et plusieurs de ses collègues  relative a la lutte contre la speculation fonciere et immobiliere
1973,loi de M. Pierre-Christian TAITTINGER  tendant a lutter contre le squattage des locaux d'habitation
1974,MODIFIANT CERTAINES DISPOSITIONS DU CODE DU TRAVAIL RELATIVES A LA REMUNERATION DES STAGIAIRES DE LA FORMATION PROFESSIONNELLE ET PROROGEANT LES EXONERATIONS DE SECURITE SOCIALE LIEES AUX CONTRATS DE QUALIFICATION
1975,relative au stationnement des gens du voyage
1976,tendant a reformer le statut actuel des caisses d'epargne et de prevoyance resultant de la loi du 1er juillet 1983
1977,TENDANT A CONFERER AUX CONCILIATEURS LE STATUT D'AUXILIAIRE DE JUSTICE ET LA FONCTION DE SUPPLEANT DU JUGE D'INSTANCE
1978,"tendant a modifier la loi no 84-16 du 11 janvier 1984 portant dispositions statutaires relatives a la fonction publique de l'Etat, afin de permettre l'affectation dans une administration de l'Etat des cooperants techniques, contractuels de retour en France"
1979,portant statut de la Corse
1980,portant statut de la collectivite territoriale de Corse
1981,relative au statut de la Guadeloupe et a ses rapports avec la Communaute economique europeenne
1982,i organique  modifiant l'ordonnance no 58-1270 du 22 decembre 1958 portant loi organique relative au statut de la magistrature et relatif a l'amelioration de la gestion du corps judiciaire
1983,organique  modifiant l'ordonnance no 58-1270 du 22 decembre 1958 portant loi organique relative au statut de la magistrature
1984,ojet de loi  modifiant la loi no 84-820 du 6 septembre 1984 portant statut du territoire de la Polynesie francaise
1985, relatif au statut et au capital de la regie nationale des usines Renault
1986,relative a la creation du statut de prisonnier du camp russe de Tambow ou de ses annexes
1987,
1988,
1989,
1990,tendant a la reconnaissance du statut de prisonnier de guerre detenu par les Japonais apres le coup de force du 9 mars 1945
1991,
1992,relative a la creation du statut de prisonnier de Tambow et camps assimiles
1993," portant creation du statut de prisonnier du""Viet-Minh"""
1994,et plusieurs de ses collègues  MODIFIANT LE STATUT DE LA COLLECTIVITE TERRITORIALE DE SAINT-PIERRE-ET-MIQUELON
1995,et plusieurs de ses collègues  portant creation du statut de patriote victime de la captivite en Algerie
1996, de M. Alain VIVIEN  et plusieurs de ses collègues  tendant a modifier la loi no 83-636 du 13 juillet 1983 portant modification du statut des agglomerations nouvelles
1997,
1998,"et plusieurs de ses collègues  PORTANT STATUT DES ELUS MUNICIPAUX, DEPARTEMENTAUX ET REGIONAUX ET DEMOCRATISATION DE CES FONCTIONS ELECTIVES"
1999,relative au statut des elus locaux
2000,
2001,"et plusieurs de ses collègues  RELATIVE AU STATUT DES LANGUES ET CULTURES REGIONALES DANS L'ENSEIGNEMENT, LES AFFAIRES CULTURELLES, L'EDUCATION PERMANENTE, LA RADIO ET LA TELEVISION"
2002,tendant a prevoir des statuts particuliers pour les psychologues exercant dans la fonction publique
2003,TENDANT A CREER UN STATUT D'INSPECTEUR PEDAGOGIQUE REGIONAL DE L'ENSEIGNEMENT TECHNIQUE
2004,TENDANT A INSTITUER UN STATUT PARTICULIER DES INSPECTEURS PEDAGOGIQUES REGIONAUX DE L'ENSEIGNEMENT TECHNIQUE
2005,et plusieurs de ses collègues  portant modification du delai pendant lequel il est autorise de demander a beneficier du statut d'objecteur de conscience
2006,"oposition de loi de M. Charles PASQUA  portant modification du statut du personnel d'assainissement des departements des Hauts-de-Seine, de la Seine-Saint-Denis et du Val-de-Marne"
2007,TENDANT A COMPLETER L'ARTICLE 47-1 DE LA LOI NO 72-662 DU 13 JUILLET 1972 PORTANT STATUT GENERAL DES MILITAIRES
