,Title,Name,content,
1667,"RACCORDEMENT AUX RESEAUX EDF, GDF ET P ET T",Philippe FRANÇOIS,"TENDANT A MODIFIER L'ARTICLE L. 35-1 DU CODE DES POSTES ET TELECOMMUNICATIONS ET L'ARTICLE L. 111-6 DU CODE DE L'URBANISME,",
1668,rachat d'UTA par AIR FRANCE,"Jean-Claude LEFORT, Guy Beche",n de résolution de M. Jean-Claude LEFORT  et plusieurs de ses collègues  tendant a la creation d'une commission d'enquete sur les conditions du rachat d'UTA par AIR FRANCE,
1669,RACISME,"Jean-Claude GAYSSOT, François Asensi, Charles Lederman","i de M. Jean-Claude GAYSSOT  et plusieurs de ses collègues  TENDANT A REPRIMER TOUT ACTE RACISTE, ANTISEMITE OU XENOPHOBE",
1670,racisme,Jean-Jacques HYEST,tendant a reprimer les accusations de racisme diffamatoires ou injurieuses,
1671,RAMASSAGE DES EXCREMENTS DE CHIENS,Louis COLOMBANI,TENDANT A AMELIORER L'IMAGE DE NOS VILLES A L'ETRANGER AINSI QUE LEUR PROPRETE,
1672,rapaties d'Afrique-du-Nord,Jean TARDITO,relative aux droits des Francais rapatries d'origine Nord-Africaine et de leurs familles,
1673,ratifiant des ordonnances adaptant la legislation a Mayotte,"Jérôme Lambert, Jean-Pierre Tizon",tant ratification des ordonnances prises en application de la loi no 91-1380 du 28 decembre 1991 d'habilitation relative a l'adaptation de la legislation applicable dans la collectivite territoriale de Mayotte,
1674,ratifiant des ordonnances adaptant la legislation aux TOM,"Jérôme Lambert, Camille Cabana",portant ratification des ordonnances prises en application de la loi no 92-11 du 4 janvier 1992 d'habilitation relative a l'adaptation de la legislation applicable dans les territoires d'outre-mer,
1675,ratification de conventions ACP/CEE,"Maurice Adevah-Poeuf, Jean-Pierre Bayle","risant la ratification de la quatrieme convention ACP/CEE (et documents connexes), signee a Lome le 15 decembre 1989 ; l'approbation de l'accord interne de 1990 relatif au financement et a la gestion des aides de la Communaute, fait a Bruxelles le 17 juillet 1990 ; l'approbation de l'accord interne relatif aux mesures a prendre et aux procedures a suivre pour l'application de la quatrieme convention ACP/CEE""",
1676,ratification des ordonnances sur Mayotte,"Jean-Pierre Tizon, Guy Lordinot",portant ratification des ordonnances prises en application de la loi no 89-923 du 23 decembre 1989 d'habilitation relative a l'adaptation de la legislation applicable dans la collectivite territoriale de Mayotte,
1677,ratification des Traites,Etienne DAILLY,relative a la ratification des Traites,
1678,ratification des traites,Pierre MAZEAUD,relative a la ratification des traites,
1679,ratification du Traite France-Hongrie,"Étienne Pinte, Michel Crucis", autorisant la ratification du Traite d'entente et d'amitie entre la Republique francaise et la Republique de Hongrie,
1680,ratification du Traite France-Roumanie,"Jean-Marie Daillet, Guy Penne",loi  autorisant la ratification du Traite d'entente amicale et de cooperation entre la Republique francaise et la Roumanie,
1681,ratification du Traite France-Tchecoslovaquie,"Charles Ehrmann, Bernard Guyomard",torisant la ratification du Traite d'entente et d'amitie entre la Republique francaise et la Republique federative tcheque et slovaque,
1682,realisation de stations d'epuration,Arthur PAECHT,"tendant a modifier l'article L 146-4 du Code de l'Urbanisme, pour permettre la realisation de stations d'epuration",
1683,reboisement des espaces detruits par l'incendie,Christian KERT,relative au reboisement des espaces boises detruits par l'incendie ou par l'intensite anormale d'un agent naturel et a la compensation par l'Etat des pertes de recettes qui resultent pour les communes de cette destruction,
1684,reboisement des zones incendiees,Robert-Paul VIGOUROUX,relative au reboisement des zones incendiees,
1685,recherche des heritiers,Gilbert MILLET,relative a la recherche des heritiers,
1686,recherche des personnes disparues,"Louis SOUVET, Michel Dreyfus-Schmidt",oposition de loi de M. Louis SOUVET  et plusieurs de ses collègues  relative a la recherche des personnes disparues,
1687,RECONNAISSANCE DE LA LANGUE DES SIGNES FRANCAISE,Raymond POIRIER,TENDANT A LA RECONNAISSANCE DE LA LANGUE DES SIGNES FRANCAISE,
1688,RECONNAISSANCE DU GENOCIDE ARMENIEN,Guy HERMIER,TENDANT A RECONNAITRE LE GENOCIDE DONT LE PEUPLE ARMENIEN FUT VICTIME EN 1915,
1689,reconstruction de la Guadeloupe et cyclone HUGO,"Lucette MICHAUX-CHEVRY, Jacques Fleury",e MICHAUX-CHEVRY  et plusieurs de ses collègues  tendant a creer une commission d'enquete sur les conditions d'utilisation des moyens destines a la reconstruction de la Guadeloupe apres le cyclone HUGO,
1690,recours administratif contre les architectes,René COUANAU,tendant a creer une procedure de recours administratif contre les decisions des architectes des Batiments de France,
1691,recours administratif contre les architectes,Claude HURIET,et plusieurs de ses collègues  tendant a creer une possibilite de recours a l'egard des decisions des architectes des batiments de France,
1692,recours des victimes d'accidents du travail,"Michel DREYFUS-SCHMIDT, Franck Sérusclat",oposition de loi de M. Michel DREYFUS-SCHMIDT  et plusieurs de ses collègues  tendant a ouvrir de nouvelles possibilites de recours aux victimes de certains accidents du travail,
1693,recours en revision devant le Conseil d'Etat,Charles LEDERMAN,et plusieurs de ses collègues  relative au recours en revision devant le Conseil d'Etat,
1694,recours en revision devant le Conseil d'Etat,Gilbert MILLET,relative au recours en revision devant le Conseil d'Etat,
1695,recouvrement des creances publiques,Paul LORIDANT,et plusieurs de ses collègues  relative au recouvrement des creances publiques,
1696,recuperation des dechets plastiques,de M. André-Georges,visant a developper la recuperation et la valorisation des dechets plastique,
1697,redevance de protection civile,Pierre MICAUX,tendant a instituer une redevance de protection civile sur les peages acquittes par les usagers des autoroutes,
1698,"""REDEVANCE """"SKI DE FOND""""""",Jean FAURE,"VISANT A MODIFIER LES CONDITIONS DE PERCEPTION DE LA REDEVANCE""SKI DE FOND",
1699,reductions familles nombreuses SNCF,Louis DE BROISSIA,tendant a etendre le benefice des reductions accordees aux familles nombreuses sur les tarifs de la Societe nationale des chemins de fer francais,
1700,REDUIRE LES FRAUDES ELECTORALES,Élie HOARAU,TENDANT A REDUIRE L'UTILISATION DE PRATIQUES FRAUDULEUSES LORS DE CONSULTATIONS ELECTORALES,
1701,reduisant le taux de la taxe sur les betteraves,Gérard CHASSEGUET,tendant a modifier l'article 1617 du code general des impots afin de reduire le taux de la taxe sur les betteraves,
1702,refere en matiere de presse,Jacques TOUBON,tendant a limiter l'utilisation de la procedure du refere en matiere de presse,
1703,REFERENDUM D'INITIATIVE POPULAIRE,Martine DAUGREILH,"TENDANT A MODIFIER LES ARTICLES 10,11 ET 72 DE LA CONSTITUTION AFIN D'INSTITUER LE REFERENDUM D'INITIATIVE POPULAIRE",
1704,REFERENDUM D'INITIATIVE POPULAIRE,Jacques TOUBON,TENDANT A MODIFIER LES ARTICLES 11 ET 72 DE LA CONSTITUTION AFIN D'INSTITUER LE REFERENDUM D'INITIATIVE POPULAIRE,
1705,referendum d'initiative populaire,Charles PASQUA,et plusieurs de ses collègues  tendant a instituer un referendum d'initiative populaire,
1706,reformant la loi sur le commerce et l'artisanat,Pierre MICAUX,tendant a reformer la loi d'orientation du commerce et de l'artisanat du 27 decembre 1973,
1707,reformant le code de l'urbanisme,,portant reforme du code de l'urbanisme,
1708,reformant le droit de la nationalite,Charles PASQUA,oposition de loi de M. Charles PASQUA  et plusieurs de ses collègues  tendant a reformer le droit de la nationalite,
1709,reformant les procedures civiles d'execution,"François MASSOT, François Massot, Jacques Thyraud",oi de M. François MASSOT  tendant a modifier l'article 18 de la loi no 91-650 du 9 juillet 1991 portant reforme des procedures civiles d'execution,
1710,REFORME DE LA DOTATION GLOBALE DE FONCTIONNEMENT,,"PORTANT REFORME DE LA DOTATION GLOBALE DE FONCTIONNEMENT,",
1711,reforme de la politique commune de la peche,Michel PEZET,déposée en application de l'article 151-1 du Reglement sur les propositions de reglements communautaires relatifs a la reforme de la politique commune de la peche (COM (92) 387 final et COM (92) 392 final) (nos E-25 et E-26),
1712,reforme de la saisine du Conseil Constitutionnel,"Michel Sapin, Jacques Larché","ojet de loi constitutionnelle  portant revision des articles 61, 62 et 63 de la Constitution et instituant un controle de constitutionnalite des lois par voie d'exception",
1713,reforme d'indexation de la DGF,Jean FAURE,"visant a abroger l'article 47 de la loi de finances pour 1990 portant reforme de l'indexation de la dotation globale de fonctionnement,",
1714,REFORME DU CODE DE LA NATIONALITE,Pierre MAZEAUD,TENDANT A REFORMER LE CODE DE LA NATIONALITE,
1715,reforme du code de la nationalite,Charles PASQUA,et plusieurs de ses collègues  tendant a reformer le code de la nationalite,
1716,reforme du contentieux administratif,"Pierre Mazeaud, Jacques Thyraud",modifiant l'article 6 de la loi du 31 decembre 1987 portant reforme du contentieux administratif,
1717,réforme du regime petrolier,"Louis De Catuelan, Jean-Paul Bachy",i  portant reforme du regime petrolier,
1718,reforme hospitaliere,"Alain Calmat, Claude Huriet", portant reforme hospitaliere,
1719,REFORME UNIVERSITAIRE,Paul GRAZIANI,PORTANT REFORME UNIVERSITAIRE PAR LA DECENTRALISATION,
1720,reformes de modes de scrutin,Michel SOUPLET,tendant a limiter les reformes tardives des modes de scrutin,
1721,REGIME ADMINISTRATIF DE LA VILLE DE PARIS,Jean-Marie LE GUEN,TENDANT A ABROGER UNE DISPOSITION DE LA LOI NO 75-1331 DU 31 DECEMBRE 1975 MODIFIEE PORTANT REFORME DU REGIME ADMINISTRATIF DE LA VILLE DE PARIS,
1722,REGIME DE GARANTIE CONTRE LES CALAMITES AGRICOLES,Jean UEBERSCHLAG,TENDANT A MODIFIER LA LOI NO 64-706 DU 10 JUILLET 1964 ORGANISANT UN REGIME DE GARANTIE CONTRE LES CALAMITES AGRICOLES,
1723,REGIME DE PROTECTION SOCIALE D'ALSACE-MOSELLE,Roger GOUHIER,RELATIVE AU REGIME LOCAL DE PROTECTION SOCIALE D'ALSACE-MOSELLE,
1724,regime du travail dans les ports maritimes,"Jean Beaufils, Josselin de Rohan",ifiant le regime du travail dans les ports maritimes,
1725,regime du vote des francais de l'etranger,Charles DE CUTTOLI,et plusieurs de ses collègues  tendant a modifier et completer la loi organique no 76-97 du 31 janvier 1976 sur le vote des Francais etablis hors de France pour l'election du President de la Republique,
1726,regime fiscal d'aide a domicile,Pierre VALLON,tendant a accorder aux personnes employant du personnel a des taches familiales ou menageres un abattement pour le calcul de l'impot sur le revenu des personnes physiques,
1727,regime fiscal de l'aide a domicile,Bernadette ISAAC-SIBILLE,tendant a accorder aux personnes employant du personnel a des taches familiales ou menageres un abattement pour le calcul de l'impot sur le rvenu des personnes physiques,
1728,REGIME FISCAL DES CONCUBINS,Claude BIRRAUX,TENDANT A L'HARMONISATION DU REGIME FISCAL DES COUPLES MARIES ET DES COUPLES EN ETAT DE CONCUBINAGE,
1729,regime fiscal des cotisations aux partis politiques,Nicole CATALA,tendant a etendre aux cotisations versees aux partis politiques le regime fiscal prevu pour les cotisations versees aux organisations syndicales representatives,
1730,REGIME FISCAL DES RETRAITES COMPLEMENTAIRES,Daniel COLIN,TENDANT A ASSURER DES AVANTAGES FISCAUX EGAUX A TOUTES LES CATEGORIES DE TRAVAILLEURS CHERCHANT A SE CONSTITUER UNE RETRAITE COMPLEMENTAIRE,
1731,REGIME FISCAL DES VINS ET EAUX-DE-VIE,Bruno BOURG-BROC,TENDANT A MODIFIER LE REGIME FISCAL D'EVALUATION DES STOCKS DE VINS ET EAUX-DE-VIE A APPELLATION D'ORIGINE CONTROLEE,
1732,REGIME HORAIRE DE LA FRANCE,Gilbert GANTIER,TENDANT A RETABLIR EN FRANCE METROPOLITAINE UN REGIME HORAIRE CONFORME AUX EXIGENCES DE LA SITUATION GEOGRAPHIQUE DE NOTRE PAYS,
1733,regime juridique des carrieres,Jean Louis MASSON,tendant a integrer le regime juridique des carrieres au code minier,
1734,regime local d'assurance maladie,Denis JACQUAT,tendant a l'abrogation de l'article 5 de la loi no 91-1406 du 31 decembre 1991 relatif au regime local d'assurance maladie,
1735,regime local de securite sociale,Jean Louis MASSON,"tendant a institutionnaliser le regime local de securite sociale applicable dans les departements du Haut-Rhin, du Bas-Rhin et de la Moselle, a fixer un plafond pour le taux des cotisations supplementaires obligatoires et a instaurer un regime complementaire facultatif",
1736,regimes de la securite sociale,Xavier DENIAU,tendant a l'harmonisation des regimes de base obligatoires legaux de la securite sociale,
1737,REGLEMENT DE LA DETTE RUSSE,Jean-Pierre DELALANDE,TENDANT A ASSURER LE REGLEMENT DE LA DETTE RUSSE,
1738,REGLEMENT DE LA LEGISLATION EUROPEENNE,"Pierre MÉHAIGNERIE, Alain Lamassoure",de résolution de M. Pierre MÉHAIGNERIE  et plusieurs de ses collègues  TENDANT A COMPLETER L'ARTICLE 81 DU REGLEMENT AFIN D'INSERER DANS CHAQUE RAPPORT DE PROPOSITION OU DE PROJET DE LOI UNE ANNEXE DECRIVANT LA LEGISLATION EN VIGUEUR DANS LES AUTRES PAYS DE LA COMMUNAUTE ECONOMIQUE EUROPEENNE SUR LE SUJET TRAITE,
1739,Reglement de l'AN sur les questions ecrites,Charles EHRMANN,tendant a modifier le premier alinea de l'article 139 du Reglement de l'Assemblee nationale relatif aux questions ecrites,
1740,Reglement de l'Assemblee nationale,"Laurent FABIUS, Didier Migaud","de résolution de M. Laurent FABIUS  et plusieurs de ses collègues  tendant a modifier les articles 43, 83, 91, 103 a 107 et 146 du Reglement de l'Assemblee nationale",
1741,REGLEMENT DEFINITIF DU BUDGET DE 1986,"Alain Richard, Maurice Blin",PORTANT REGLEMENT DEFINITIF DU BUDGET DE 1986,
1742,reglement definitif du budget de 1989,"Alain Richard, Roger Chinaud",portant reglement definitif du budget de 1989,
1743,reglement definitif du budget de 1990,"Alain Richard, Jean Arthuis",portant reglement definitif du budget de 1990,
1744,reglement definitif du budget de 1991,,portant reglement definitif du budget de 1991,
1745,REGLEMENT JUDICIAIRE,Charles LEDERMAN,et plusieurs de ses collègues  TENDANT A RENFORCER LA RESPONSABILITE DES PERSONNES MORALES ET DE LEURS DIRIGEANTS EN CAS DE REGLEMENT JUDICIAIRE,
1746,reglement municipal d'aide sociale,Jean CHÉRIOUX,et plusieurs de ses collègues  instituant un reglement municipal d'aide sociale,
1747,REGLEMENT SUR LES COMPETENCES DES COMMISSIONS,Jean-Pierre DELALANDE,TENDANT A MODIFIER LES ARTICLES 29 ET 36 DU REGLEMENT DE L'ASSEMBLEE NATIONALE SUR LES COMPETENCES DES COMMISSIONS PERMANENTES,
1748,REGROUPEMENT DES DATES DES ELECTIONS LOCALES,Valéry GISCARD D'ESTAING,TENDANT AU REGROUPEMENT DES DATES DES ELECTIONS LOCALES TOUS LES TROIS ANS,
1749,regroupement familial,Charles PASQUA,reformant le regroupement familial,
1750,regroupement familial,Bernard PONS,tendant a reformer le regroupement familial,
1751,regroupement familial en France,Pierre MAZEAUD,tendant a organiser les conditions permettant le regroupement familial en France,
1752,regroupement familial en France,Patrick BALKANY,visant a modifier les conditions d'octroi du benefice du regroupement familial en France,
1753,reinsertion des retraites militaires,Pierre MAUGER,"tendant a permettre la reinsertion professionnelle, dans la vie civile, des militaires admis d'office ou sur leur demande a la position statutaire de retraite, avant l'age fixe par la loi pour beneficier de la pension de vieillesse du regime general de la securite sociale",
1754,reintegration des syndicalistes licencies,Charles LEDERMAN,et plusieurs de ses collègues  tendant a la reintegration des syndicalistes licencies,
1755,reintegration des syndicalistes licencies,Jacques BRUNHES,tendant a la reintegration des syndicalistes licencies,
1756,relance de la construction,André SANTINI,tendant a proposer des mesures pour relancer la construction et accroitre l'offre de logements,
1757,relatif au depot legal,"Jacques Carat, Janine Ecochard",ojet de loi  relatif au depot legal,
1758,relative a la protection des salles de cinema,Louis PIERNA,relative a la protection des salles de cinema,
